mean_clustering,rho_full,rho_core
0.06487432194773131,0.9094498531055585,-0.19454263330418228
0.06001267690566332,0.9014354231186625,-0.011833259391095264
0.06361594883509719,0.9063524283934634,-0.060458535234618915
0.05879009686724431,0.9015168572640959,0.002480272791506239
0.06250304384762045,0.9080261788639588,-0.06404652497874778
0.06252090204767709,0.9029918029016353,-0.11711441138679204
0.06450136785180262,0.9058174918825866,-0.15210920096332153
0.060586235178655884,0.8989296148988072,-0.04906490698226327
0.06368493653564732,0.9034723138447188,-0.07485122194477666
0.06229793035646803,0.9063670486303692,-0.12589886806929465
0.06133269129062621,0.9002916885566475,-0.03534415435324284
0.060447360236644786,0.899085681537747,-0.03094653598046517
0.06314295657334487,0.9030140450662928,-0.10355228793377864
0.0631623907382797,0.9084043408268823,-0.09499182943731381
0.06346932149642544,0.9098319540751627,-0.1353111764962594
0.06377608090963145,0.9062359961634654,-0.13590769115212598
0.0616185910409778,0.9007095145223905,-0.03381855872749342
0.06162799391601059,0.9023010782923298,-0.058044707189579256
0.06331573832751428,0.9035256731950025,-0.07440145736158439
0.0651557352429459,0.9093256454937755,-0.15741428863165866
0.06492916345500141,0.9102951449862008,-0.1742505906215095
0.06349236694442591,0.9063868469249748,-0.11926435541353357
0.06333260933842746,0.9077253511474352,-0.14608499868841343
0.06141564516799729,0.8986382039714167,0.007199264590153637
0.0621497575187335,0.9029632735222679,-0.049846224027980966
0.06080376209110219,0.9004962795799095,-0.06254373619986314
0.05995941350561516,0.9000098146918887,-0.03307082421999259
0.061610147894248304,0.9119019590674954,-0.04387465759560973
0.062393584836162495,0.9070283995471413,-0.0846910945306318
0.05863144480875903,0.9000706451442237,0.02835921039693684
0.06129851031401565,0.9076828670792931,-0.04697790829954973
0.05873363771755738,0.8998242327545292,0.01567630102812717
0.06477899356105755,0.9098608064165018,-0.11803524270866217
0.062114943668455075,0.8975796976693086,-0.02796951645764169
0.06372763667242476,0.9048102085379697,-0.11198817226272618
0.06099354399043186,0.9002597770927558,-0.005303687340329174
0.06043095986739612,0.8997368290715012,-0.036666476915742034
0.061843131393560624,0.9003064868055524,-0.06773057354311418
0.061228489470945925,0.9019271706395149,-0.07673973182805685
0.06111409284682495,0.9045185923593378,-0.0095217428320006
0.06358447029931898,0.9071570809566722,-0.12201207364738126
0.06437662105380138,0.9061874211691283,-0.1437686744022397
0.06335527553775376,0.9028378500677905,-0.08443313147464344
0.06227437630362372,0.9039339775021459,-0.05831866352732533
0.06294609230884456,0.9064127974931143,-0.11859542486967767
0.06097544851040539,0.89767856483312,0.021621375436776034
0.0639846076692055,0.9103878675658658,-0.11372051621329302
0.06348830020673805,0.905064778840852,-0.08956114274531686
0.06142663119940071,0.9026512507073607,-0.020159246353333694
0.061957491694101224,0.8983755482773155,-0.07948051874905361
0.0629266143891741,0.9084561388814368,-0.1082991795416096
0.06329196508687433,0.9036776466754243,-0.10546509725531346
0.0612578952662536,0.901541154700354,-0.0538361808587547
0.06243598636371781,0.9016154581896192,-0.06123572024620548
0.06223374469633428,0.9065832066080778,-0.04720785896183996
0.06297645125776109,0.9079060005277161,-0.08229864892873198
0.06719392959055522,0.9105991163924431,-0.2504875952949866
0.060825629417860114,0.9005952156424023,-0.03576292082480547
0.06269621129049273,0.9039578172196654,-0.0516728965841175
0.062472118600706346,0.9045050065743273,-0.11650355306901583
0.061952732004200324,0.904036279363579,-0.03975542671185783
0.062053247900936144,0.9073036312527957,-0.11857594443724882
0.05915933444352461,0.8987644584439856,0.002498308914626656
0.06055879141215745,0.9012579456348165,0.017347400603055233
0.06468713247403018,0.9087277612610652,-0.1337604210074002
0.06087852405434745,0.9029958979860081,-0.021773774115045413
0.061388732338116384,0.9041258797846569,-0.06257407810360249
0.06283170341479095,0.9033792251060652,-0.14481505751811918
0.06260831747029334,0.907421066527195,-0.10669031245550963
0.06146855424343632,0.9020945602018544,-0.05623199494969318
0.06186384733651129,0.9037779116699018,-0.017405621531104316
0.06330970140660613,0.9021618334399293,-0.11653633891710836
0.06123847025329387,0.9028919398154049,-0.030188996218343114
0.06316037507410754,0.9069569451325394,-0.13696367625655181
0.06509245657004897,0.9038699781514755,-0.17570325560920183
0.062493670740200624,0.9065036365836291,-0.10436043983991908
0.0630899495585389,0.907079461692485,-0.09102774366454494
0.06333263312065032,0.9027389036240412,-0.13595878391838123
0.06013957989094787,0.9022587810198937,0.003198428994313322
0.0653054910848509,0.9075481104588384,-0.17066589866349807
0.06248697752226751,0.9012804204845114,-0.04566026041786694
0.06283564127476716,0.9100760398426204,-0.11634827339729255
0.062337348944121164,0.9010519028340601,-0.0689570028452139
0.06290093955463992,0.9051042796086545,-0.08880920507346764
0.061772582899359774,0.9062040745954316,-0.06825309825895519
0.06186186882718327,0.9019498602781543,-0.08050512038762225
0.06204334174997129,0.9063673631506012,-0.04281585459431543
0.0629113909578999,0.9079743140740086,-0.12293028675777963
0.062109079872228204,0.9049101825814889,-0.07771264195175154
0.06480775093194889,0.9054901436683384,-0.22689930154991558
